Unemployment,Infant Mortality,GDP,GNI,Clean fuels and cooking technologies,Per Capita,Mortality caused by road traffic injury,Tuberculosis Incidence,DPT Immunization,HepB3 Immunization,Measles Immunization,Hospital beds,Basic sanitation services,Tuberculosis treatment,Urban population,Rural population,Non-communicable Mortality,Sucide Rate
0.13839155325510608,-1.0464959462585506,1.9316993149009178,1.9091195570908759,1.0654692487622917,1.2530042756387973,-1.4756512645990687,-0.6701760831637202,0.6947656077248447,0.41116887707061656,0.3466465509964205,1.2683358530789772,0.8979460890177575,-3.32170754997238,1.056209851499613,-1.0562098514996128,-1.6826094777926524,-0.22877050895885012
0.28920354439008333,-0.7095035070614449,0.6171114488934736,0.573983933229382,0.9117856624745299,-0.5171236903072692,-0.13561373067360405,-0.11597211043816257,-1.0143912784240283,-0.975952412813219,-0.6794629235726309,2.7109116575714327,0.8140822429448049,-1.03983100762355,0.5573754401741173,-0.5573754401741174,2.302107122314204,3.1820212154649035
-0.8450982856145877,-0.899303846379355,1.4196715738079992,1.3969285144406762,1.0654692487622917,0.49928816595687153,1.752091317117051,-0.6649477437983848,0.6947656077248447,0.815745919953402,0.893904937433248,-0.28554981287122905,0.9423710814240784,0.8617327776671417,1.2127203227358359,-1.212720322735836,0.06211106745187518,-0.13402629439152366
1.2549508797268343,-0.3802580204895599,-0.7436816336524203,-0.7206035644827735,0.02129642330868084,-0.5709304677953491,-1.4989562651890769,-0.7121073648737106,-0.010414328621354114,-0.09121264255197933,-0.005327673553706712,0.005595098615583487,0.6615234831607926,1.495587372764039,0.7521164986801062,-0.752116498680106,-0.027990778384812603,-0.003174027633341794
-0.03256658476550383,0.008436272337505388,-1.1596482697691874,-1.1443633424746182,0.02129642330868084,0.5742961176067756,0.007620457766653113,-0.00595106014554839,-0.010414328621354114,-0.09121264255197933,-0.005327673553706712,0.005595098615583487,-0.008464103147977553,0.020331085612424717,-0.15388434600338063,0.15388434600338063,-0.027990778384812603,-0.003174027633341794
2.5685139636434133,1.947701243389297,-1.650141848900777,-1.6318223335425772,-1.4703086080771084,-0.6065252978908189,1.1228563011868324,2.06424540490672,-1.219490104761893,-0.2779458663011605,-1.2951286083140618,-0.5749554526613825,-0.7979212910261445,-0.21582003399758348,0.9062776042181873,-0.9062776042181873,0.3547738685896671,-0.0737345214850431
0.7133432337274813,0.008436272337505388,-0.9141439776944291,-0.9173606309329163,0.02129642330868084,0.05668584346413832,0.007620457766653113,-0.6022076714143594,-0.010414328621354114,-0.09121264255197933,-0.005327673553706712,0.005595098615583487,0.845662625728361,0.5518483089531033,0.27254688607937516,-0.27254688607937516,-0.027990778384812603,-0.003174027633341794
0.4658647437133624,0.8670013521709925,-0.6974551380469702,-0.7137982512045289,0.3685939574186673,-0.6121817602114826,-0.9512887513238869,-0.32510568505158055,-0.6041936257482987,-0.38514149304788126,-1.158314011704855,2.3355045037707645,-0.23654282764265777,0.0377218040411754,-0.16516130135446203,0.16516130135446203,0.3097488222607762,-0.797235796362809
1.3184266510445424,-0.4616010230543785,-0.489466702097087,-0.47644150176262634,0.9700795389175262,-0.48869101432861256,-0.019088727723563625,-0.39830243616627686,0.5580330568329349,0.6423557587179225,0.8254976391286445,0.3192728238076249,0.6423903320602613,0.354649101589624,0.3411483644651212,-0.3411483644651212,1.3002998414963787,-0.013442748578562681
-1.263578592327615,-0.8102138911893155,0.4357655888105141,0.39560537372991295,1.0654692487622917,2.5659523351274562,0.6567562893866709,-0.5185542415689922,0.5580330568329349,0.6423557587179225,0.48346114760562736,-0.191112183044969,0.9423710814240784,0.6715763991380727,1.8138589312804239,-1.8138589312804239,-0.2868330415970301,0.0037834722518602527
-0.9868860280402659,-0.24081287323558506,0.39918562516882744,0.3737988199232974,-0.3256314593076,-0.42681309401820744,0.2605712793565332,-0.5812943139530177,0.011102853265295537,0.17998199542331064,0.1414246560826102,-1.0125789606031728,-0.1289794544381119,0.7349618586477623,-0.18792879075645635,0.18792879075645635,-0.6357771506459359,-0.10818696314588912
-0.22823747688946416,-0.8373282253775884,0.35000250374067793,0.3296938862000909,-0.9960094883184105,-0.48955124130376065,-0.4735362392287213,-0.37216073933959964,0.8998644340627094,0.9313393607770549,0.9623122357378514,0.15356340599834117,0.5111179293119035,0.7349618586477623,-1.5908418384669585,1.5908418384669585,-1.232359014503742,-0.28044917145011905
